ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
3707	Jinxing	three	sɑ̃55	sɑ̃55	s ɑ̃ ⁵⁵	4400
3708	Dashi	three	sʰã55	sʰã55	sʰ ã ⁵⁵	4400
3709	Zhoucheng	three	sa55	sa55	s a ⁵⁵	4400
3710	Mazhelong	three	saŋ55	saŋ55	s a ŋ ⁵⁵	4400
3711	ProtoBai	thunder	sky+cry	xen1+cry	x e n ¹ + c r y	4411 4413
3712	Tuoluo	thunder	xen55ma35	xen55ma35	x e n ⁵⁵ + m a ³⁵	4411 4412
3713	Gongxing	thunder	hen55mæ12	hen55mæ12	h e n ⁵⁵ + m æ ¹²	4411 4412
3714	Enqi	thunder	xE24mæ21	xE24mæ21	x ᴇ/ɛ ²⁴ + m æ ²¹	4411 4412
3715	Ega	thunder	xẽ55ma21	xẽ55ma21	x ẽ ⁵⁵ + m a ²¹	4411 4412
3716	Jinman	thunder	xẽ55ma21	xẽ55ma21	x ẽ ⁵⁵ + m a ²¹	4411 4412
3717	Jinxing	thunder	xen55man21	xen55man21	x e n ⁵⁵ + m a n ²¹	4411 4412
3718	Dashi	thunder	xen55mɚ21	xen55mɚ21	x e n ⁵⁵ + m ɚ/ə ²¹	4411 4412
3719	Zhoucheng	thunder	xe55mɛ21	xe55mɛ21	x e ⁵⁵ + m ɛ ²¹	4411 4412
3720	Mazhelong	thunder	xen55mɚ21	xen55mɚ21	x e n ⁵⁵ + m ɚ/ə ²¹	4411 4412
3721	ProtoBai	tie (a cow) to	bjo4	bjo4	b j o ⁴	4433
3722	Tuoluo	tie (a cow) to	vɚ42	vɚ42	v ɚ/ə ⁴²	4433
3723	Gongxing	tie (a cow) to	bvw21	bwɯ21	b w ɯ ²¹	4433
3724	Enqi	tie (a cow) to	fo21	fo21	f o ²¹	4433
3725	Ega	tie (a cow) to	u21	u21	u ²¹	4432
3726	Jinman	tie (a cow) to	u21	u21	u ²¹	4432
3727	Zhoucheng	tie (a cow) to	pɛ21	pɛ21	p ɛ ²¹	4433
3728	Mazhelong	tie (a cow) to	pʰɯ42	pʰɯ42	pʰ ɯ ⁴²	4433
3729	ProtoBai	tiger	lɔ1b	lɔ1b	l ɔ 1b/¹	4441
3730	Tuoluo	tiger	lɔ35	lɔ35	l ɔ ³⁵	4441
3731	Gongxing	tiger	lao12	lao12	l ao ¹²	4441
3732	Enqi	tiger	lo21	lo21	l o ²¹	4441
3733	Ega	tiger	lo21	lo21	l o ²¹	4441
3734	Jinman	tiger	lo21	lo21	l o ²¹	4441
3735	Jinxing	tiger	lou21	lou21	l ou ²¹	4441
3736	Dashi	tiger	lou21	lou21	l ou ²¹	4441
3737	Zhoucheng	tiger	lo21	lo21	l o ²¹	4441
3738	Mazhelong	tiger	lo21	lo21	l o ²¹	4441
3739	ProtoBai	tile	ŋuæ5	ŋuæ5	ŋ u/w æ ⁵	4452
3740	Tuoluo	tile	ua21	ua21	u/w a ²¹	4452
3741	Gongxing	tile	uɛ42	uɛ42	u/w ɛ ⁴²	4452
3742	Enqi	tile	uæ43	uæ43	u/w æ ⁴	4452
3743	Ega	tile	ŋua42	ŋua42	ŋ u/w a ⁴²	4452
3744	Jinxing	tile	uan42	uan42	u/w a n ⁴²	4452
3745	Dashi	tile	uɚ42	uɚ42	u/w ɚ/ə ⁴²	4452
3746	Zhoucheng	tile	uɛ42	uɛ42	u/w ɛ ⁴²	4452
3747	Mazhelong	tile	vɚ31	vɚ31	v ɚ/ə ³¹	4452
3767	ProtoBai	to be ill	bæn3	bæn3	b æ n ³	4462
3768	Tuoluo	to be ill	baŋ21	baŋ21	b a ŋ ²¹	4462
3769	Gongxing	to be ill	ban42	ban42	b a n ⁴²	4462
3770	Enqi	to be ill	bæ43	bæ43	b æ ⁴³	4462
3771	Ega	to be ill	(su42)	su42	s u ⁴²	4463
3772	Jinman	to be ill	(sõ42)	sõ42	s õ ⁴²	4463
3773	Jinxing	to be ill	pan31	pan31	p a n ³¹	4462
3774	Dashi	to be ill	pɚ̃31	pɚ̃31	p ɚ/ə̃ ³¹	4462
3775	Zhoucheng	to be ill	pɛ21	pɛ21	p ɛ ²¹	4462
3776	Mazhelong	to be ill	pɚ̃21	pɚ̃21	p ɚ/ə̃ ²¹	4462
3777	ProtoBai	to bet	tu2	tu2	t u ²	4473
3778	Tuoluo	to bet	tv33	tv33	t v/ʯ ³³	4473
3779	Gongxing	to bet	(ta55)tu22	tu22	t u ²²	4473
3780	Enqi	to bet	(sa55bo24)	sa55bo24	s a ⁵⁵ + b o ²⁴	4474 4475
3781	Ega	to bet	(so55pu55)	so55pu55	s o ⁵⁵ + p u ⁵⁵	4474 4475
3782	Jinman	to bet	(so55pu55)	so55pu55	s o ⁵⁵ + p u ⁵⁵	4474 4475
3783	Jinxing	to bet	(tsʰi55pɔ55)	tsʰi55pɔ55	tsʰ i ⁵⁵ + p ɔ ⁵⁵	4474 4475
3784	Dashi	to bet	tu33	tu33	t u ³³	4473
3785	Mazhelong	to bet	[tɚ55tv21]	tɚ55tv21	t ɚ/ə ⁵⁵ + t v/ʯ ²¹	4474 4473
3786	ProtoBai	to block (the wind)	be2	be2	b e ²	4491
3787	Tuoluo	to block (the wind)	bi33	bi33	b i ³³	4491
3788	Gongxing	to block (the wind)	bi22	bi22	b i ²²	4491
3789	Enqi	to block (the wind)	(ta22tsuE24)	ta22tsuE24	t a ²² + ts u ᴇ/ɛ ²⁴	4488 4490
3790	Ega	to block (the wind)	dʑyi22	dʑyi22	dʑ y/ɥ i ²²	4489
3791	Jinman	to block (the wind)	dʑyẽ22	dʑyẽ22	dʑ y/ɥ ẽ ²²	4489
3792	Jinxing	to block (the wind)	(tɑ̃31)	tɑ̃31	t ɑ̃ ³¹	4488
3793	Dashi	to block (the wind)	(tã42)	tã42	t ã ⁴²	4488
3794	Zhoucheng	to block (the wind)	(la55)	la55	l a ⁵⁵	4492
3795	Mazhelong	to block (the wind)	pɛ22	pɛ22	p ɛ ²²	4491
3796	ProtoBai	to borrow (money)	tʰɯ̃4	tʰɯ̃4	tʰ ɯ̃ ⁴	4501
3797	Tuoluo	to borrow (money)	tʰɯ42	tʰɯ42	tʰ ɯ ⁴²	4501
3798	Gongxing	to borrow (money)	tʰæ24	tʰæ24	tʰ æ ²⁴	4501
3799	Enqi	to borrow (money)	tʰɯ55	tʰɯ55	tʰ ɯ ⁵⁵	4501
3800	Ega	to borrow (money)	[tɕia44]	tɕia44	tɕ i/j a ⁴⁴	4500
3801	Jinman	to borrow (money)	tʰɯ̃55	tʰɯ̃55	tʰ ɯ̃ ⁵⁵	4501
3802	Jinxing	to borrow (money)	[tɕia44]	tɕia44	tɕ i/j a ⁴⁴	4500
3803	Dashi	to borrow (money)	[tɕiɚ44]	tɕiɚ44	tɕ i/j ɚ/ə ⁴⁴	4500
3804	Zhoucheng	to borrow (money)	[tɕiɛ55]	tɕiɛ55	tɕ i/j ɛ ⁵⁵	4500
3805	Mazhelong	to borrow (money)	tʰɯ44	tʰɯ44	tʰ ɯ ⁴⁴	4501
3806	ProtoBai	to borrow (tools)	tɕæ1	tɕæ1	tɕ æ ¹	4511
3807	Tuoluo	to borrow (tools)	(tʰɯ42)	tʰɯ42	tʰ ɯ ⁴²	4511
3808	Gongxing	to borrow (tools)	tsæ24	tsæ24	ts æ ²⁴	4511
3809	Enqi	to borrow (tools)	tɕæ55	tɕæ55	tɕ æ ⁵⁵	4511
3810	Ega	to borrow (tools)	tɕia44	tɕia44	tɕ i/j a ⁴⁴	4511
3811	Jinman	to borrow (tools)	tɕia44	tɕia44	tɕ i/j a ⁴⁴	4511
3812	Jinxing	to borrow (tools)	tɕia44	tɕia44	tɕ i/j a ⁴⁴	4511
3813	Dashi	to borrow (tools)	tɕiɚ44	tɕiɚ44	tɕ i/j ɚ/ə ⁴⁴	4511
3814	Zhoucheng	to borrow (tools)	tɕiɛ55	tɕiɛ55	tɕ i/j ɛ ⁵⁵	4511
3815	Mazhelong	to borrow (tools)	tɕɚ44	tɕɚ44	tɕ ɚ/ə ⁴⁴	4511
3816	ProtoBai	to burn	ʂu1	ʂu1	ʂ u ¹	4522
3817	Gongxing	to burn	ɕy55	ɕy55	ɕ y ⁵⁵	4522
3818	Dashi	to burn	ʂu55	ʂu55	ʂ u ⁵⁵	4522
3819	Zhoucheng	to burn	su55	su55	s u ⁵⁵	4522
3820	Mazhelong	to burn	sv55	sv55	s v/ʯ ⁵⁵	4522
3821	ProtoBai	to burn	nji2	nji2	n j i ²	4525
3822	Tuoluo	to burn	jen33	jen33	j e n ³³	4525
3823	Enqi	to burn	(xu24)	xu24	x u ²⁴	4522
3824	Ega	to burn	(fi22pɛ22)	fi22pɛ22	f i ²² + p ɛ ²²	4523 4524
3825	Jinman	to burn	(fv55ji55)	fv55ji55	f v/ʯ ⁵⁵ + j i ⁵⁵	4523 4525
3826	Jinxing	to burn	jĩ33	jĩ33	j ĩ ³³	4525
3827	Zhoucheng	to burn	ɲiɯ33	ɲiɯ33	ɲ i/j ɯ ³³	4525
3828	ProtoBai	to change	mɯ2	mɯ2	m ɯ ²	4537
3829	Tuoluo	to change	mɯ33	mɯ33	m ɯ ³³	4537
3830	Gongxing	to change	sa55mu22	sa55mu22	s a ⁵⁵ + m u ²²	4538 4537
3831	Enqi	to change	mɯ22	mɯ22	m ɯ ²²	4537
3832	Ega	to change	mɯ22	mɯ22	m ɯ ²²	4537
3833	Jinman	to change	mɯ22	mɯ22	m ɯ ²²	4537
3834	Jinxing	to change	xuan44	xuan44	x u/w a n ⁴⁴	4539
3835	Zhoucheng	to change	mɯ33	mɯ33	m ɯ ³³	4537
3836	Mazhelong	to change	mǝɯ33	mǝɯ33	m əɯ ³³	4537
3837	ProtoBai	to comb	sro5	sro5	s r o ⁵	4548
3838	Tuoluo	to comb	ʂv21	ʂv21	ʂ v/ʯ ²¹	4548
3839	Ega	to comb	ɕiu42	ɕiu42	ɕ i u ⁴²	4548
3840	Jinman	to comb	ɕiu42	ɕiu42	ɕ i u ⁴²	4548
3841	Jinxing	to comb	sṽ31	sṽ31	s ṽ/ʯ̃ ³¹	4548
3842	Dashi	to comb	ʂo42	ʂo42	ʂ o ⁴²	4548
3843	Zhoucheng	to comb	sv31	sv31	s v/ʯ ³¹	4548
3844	Mazhelong	to comb	[su31]	su31	s u ³¹	4548
3845	ProtoBai	to cough	qʰɔ1	qʰɔ1	qʰ ɔ ¹	4557
3846	Tuoluo	to cough	qʰɔ55	qʰɔ55	qʰ ɔ ⁵⁵	4557
3847	Gongxing	to cough	qʰao55	qʰao55	qʰ ao ⁵⁵	4557
3848	Enqi	to cough	qʰo24	qʰo24	qʰ o ²⁴	4557
3849	Ega	to cough	(pa21kv42)	pa21kv42	p a ²¹ + k v/ʯ ⁴²	4558 4557
3850	Jinman	to cough	(pa21kv42)	pa21kv42	p a ²¹ + k v/ʯ ⁴²	4558 4557
3851	Jinxing	to cough	kʰou55	kʰou55	kʰ ou ⁵⁵	4557
3852	Dashi	to cough	kʰou55	kʰou55	kʰ ou ⁵⁵	4557
3853	Zhoucheng	to cough	kʰo55	kʰo55	kʰ o ⁵⁵	4557
3854	Mazhelong	to cough	kʰǝ55	kʰǝ55	kʰ ə ⁵⁵	4557
3855	ProtoBai	to drop	dua4	dua4	d u/w a ⁴	4571
3856	Tuoluo	to drop	(u42)	u42	u ⁴²	4575
3857	Gongxing	to drop	tɕɛ24	tɕɛ24	tɕ ɛ ²⁴	4572
3858	Enqi	to drop	dua21	dua21	d u/w a ²¹	4571
3859	Ega	to drop	tua42	tua42	t u/w a ⁴²	4571
3860	Jinman	to drop	tua42	tua42	t u/w a ⁴²	4571
3861	Jinxing	to drop	tuɑ42	tuɑ42	t u ɑ ⁴²	4573
3862	Dashi	to drop	(nɚ31)	nɚ31	n ɚ/ə ³¹	4570
3863	Zhoucheng	to drop	tua42	tua42	t u/w a ⁴²	4571
3864	Mazhelong	to drop	(dʑiaŋ21)	dʑiaŋ21	dʑ i/j a ŋ ²¹	4574
3865	ProtoBai	to hook	qɯ1	qɯ1	q ɯ ¹	4581
3866	Tuoluo	to hook	qɚ55	qɚ55	q ɚ/ə ⁵⁵	4581
3867	Enqi	to hook	qɯ24	qɯ24	q ɯ ²⁴	4581
3868	Ega	to hook	qɯ55	qɯ55	q ɯ ⁵⁵	4581
3869	Jinman	to hook	qɯ55	qɯ55	q ɯ ⁵⁵	4581
3870	Jinxing	to hook	kɯ55	kɯ55	k ɯ ⁵⁵	4581
3871	Dashi	to hook	kɯ35	kɯ35	k ɯ ³⁵	4581
3872	Zhoucheng	to hook	[kɯ55]	kɯ55	k ɯ ⁵⁵	4581
3873	Mazhelong	to hook	kʰv55	kʰv55	kʰ v/ʯ ⁵⁵	4581
3874	ProtoBai	to itch/tickle	njoŋ2	njoŋ2	n j o ŋ ²	4591
3875	Tuoluo	to itch/tickle	jvŋ33	jvŋ33	j v/ʯ ŋ ³³	4591
3876	Gongxing	to itch/tickle	joŋ22	joŋ22	j o ŋ ²²	4591
3877	Enqi	to itch/tickle	ɲio22	ɲio22	ɲ i/j o ²²	4591
3878	Ega	to itch/tickle	ɲiõ22	ɲiõ22	ɲ i õ ²²	4592
3879	Jinman	to itch/tickle	ɲiõ22	ɲiõ22	ɲ i õ ²²	4592
3880	Jinxing	to itch/tickle	jõ33	jõ33	j õ ³³	4591
3881	Dashi	to itch/tickle	joŋ33	joŋ33	j o ŋ ³³	4591
3882	Zhoucheng	to itch/tickle	jou44	jou44	j ou ⁴⁴	4591
3883	Mazhelong	to itch/tickle	joŋ33	joŋ33	j o ŋ ³³	4591
3884	ProtoBai	to leak	ɣɯ3	ɣɯ3	ɣ ɯ ³	4602
3885	Tuoluo	to leak	ɣɯ21	ɣɯ21	ɣ ɯ ²¹	4602
3886	Gongxing	to leak	ɣɯ42	ɣɯ42	ɣ ɯ ⁴²	4602
3887	Enqi	to leak	ɯ43	ɯ43	ɯ ⁴³	4603
3888	Ega	to leak	ɯ21	ɯ21	ɯ ²¹	4603
3889	Jinman	to leak	ɣɯ21	ɣɯ21	ɣ ɯ ²¹	4602
3890	Jinxing	to leak	ɣǝ31	ɣǝ31	ɣ ə ³¹	4602
3891	Dashi	to leak	ɣɯ31	ɣɯ31	ɣ ɯ ³¹	4602
3892	Zhoucheng	to leak	ɣɯ31	ɣɯ31	ɣ ɯ ³¹	4602
3893	Mazhelong	to leak	ɣɯ21	ɣɯ21	ɣ ɯ ²¹	4602
3894	ProtoBai	to owe (money)	bjɛ2	bjɛ2	b j ɛ ²	4613
3895	Tuoluo	to owe (money)	vɚ33	vɚ33	v ɚ/ə ³³	4613
3896	Gongxing	to owe (money)	bvu22	bvu22	b v u ²²	4613
3897	Enqi	to owe (money)	vE22	vE22	v ᴇ/ɛ ²²	4613
3898	Ega	to owe (money)	vɛ22	vɛ22	v ɛ ²²	4613
3899	Jinman	to owe (money)	(tɕĩ21)	tɕĩ21	tɕ ĩ ²¹	4614
3900	Jinxing	to owe (money)	v33	v33	v/ʯ ³³	4615
3901	Dashi	to owe (money)	võ33	võ33	v õ ³³	4613
3902	Zhoucheng	to owe (money)	(ɕiou33)	ɕiou33	ɕ i/j ou ³³	4613
3903	Mazhelong	to owe (money)	pi33	pi33	p i ³³	4613
3904	ProtoBai	to pen in (sheep)	noŋ5	noŋ5	n o ŋ ⁵	4625
3905	Tuoluo	to pen in (sheep)	noŋ21	noŋ21	n o ŋ ²¹	4625
3906	Gongxing	to pen in (sheep)	noŋ42	noŋ42	n o ŋ ⁴²	4625
3907	Enqi	to pen in (sheep)	no43	no43	n o ⁴³	4625
3908	Ega	to pen in (sheep)	nõ42	nõ42	n õ ⁴²	4625
3909	Jinman	to pen in (sheep)	noŋ42	noŋ42	n o ŋ ⁴²	4625
3910	Jinxing	to pen in (sheep)	nṽ42	nṽ42	n ṽ/ʯ̃ ⁴²	4625
3911	Dashi	to pen in (sheep)	u33	u33	u ³³	4624
3912	Zhoucheng	to pen in (sheep)	no42	no42	n o ⁴²	4625
3913	Mazhelong	to pen in (sheep)	[kǝɯ21]	kǝɯ21	k əɯ ²¹	4626
3914	ProtoBai	to plait	pren1	pren1	p r e n ¹	4636
3915	Tuoluo	to plait	tɕyen55	tɕyen55	tɕ y/ɥ e n ⁵⁵	4636
3916	Gongxing	to plait	tɕyen55	tɕyen55	tɕ y/ɥ e n ⁵⁵	4636
3917	Enqi	to plait	tsuE24	tsuE24	ts u ᴇ/ɛ ²⁴	4637
3918	Ega	to plait	tɕyi55	tɕyi55	tɕ y/ɥ i ⁵⁵	4636
3919	Jinman	to plait	tɕyẽ55	tɕyẽ55	tɕ y/ɥ ẽ ⁵⁵	4636
3920	Jinxing	to plait	pien55	pien55	p i/j e n ⁵⁵	4636
3921	Dashi	to plait	pi35	pi35	p i ³⁵	4635
3922	Zhoucheng	to plait	pi35	pi35	p i ³⁵	4635
3923	Mazhelong	to plait	pien55	pien55	p i/j e n ⁵⁵	4636
3924	ProtoBai	to poke; insert	bɛ4	bɛ4	b ɛ ⁴	4647
3925	Tuoluo	to poke; insert	(tɕʰia42)	tɕʰia42	tɕʰ i/j a ⁴²	4646
3926	Gongxing	to poke; insert	(tsʰa24)	tsʰa24	tsʰ a ²⁴	4646
3927	Enqi	to poke; insert	(tɕʰio43)	tɕʰio43	tɕʰ i/j o ⁴³	4646
3928	Ega	to poke; insert	pɛ42	pɛ42	p ɛ ⁴²	4647
3929	Jinman	to poke; insert	pe42	pe42	p e ⁴²	4647
3930	Jinxing	to poke; insert	pe42	pe42	p e ⁴²	4647
3931	Dashi	to poke; insert	(tɕʰiɚ44)	tɕʰiɚ44	tɕʰ i/j ɚ/ə ⁴⁴	4646
3932	Zhoucheng	to poke; insert	pe42	pe42	p e ⁴²	4647
3933	Mazhelong	to poke; insert	pʰɛ42	pʰɛ42	pʰ ɛ ⁴²	4647
3934	ProtoBai	to rake (the fields)	bæ1	bæ1	b æ ¹	4657
3935	Tuoluo	to rake (the fields)	ba35	ba35	b a ³⁵	4657
3936	Gongxing	to rake (the fields)	bæ12	bæ12	b æ ¹²	4657
3937	Enqi	to rake (the fields)	pæ21	pæ21	p æ ²¹	4657
3938	Ega	to rake (the fields)	[to42ɕyi22]	to42ɕyi22	t o ⁴² + ɕ y/ɥ i ²²	4658 4659
3939	Jinxing	to rake (the fields)	pɑ44	pɑ44	p ɑ ⁴⁴	4657
3940	Dashi	to rake (the fields)	pǝ21	pǝ21	p ə ²¹	4657
3941	Zhoucheng	to rake (the fields)	pɛ21	pɛ21	p ɛ ²¹	4657
3942	Mazhelong	to rake (the fields)	pɚ21	pɚ21	p ɚ/ə ²¹	4657
3943	ProtoBai	to saw	pjo5	pjo5	p j o ⁵	4670
3944	Tuoluo	to saw	fv21	fv21	f v/ʯ ²¹	4669
3945	Ega	to saw	(ɕa44)fv42	fv42	f v/ʯ ⁴²	4669
3946	Jinman	to saw	(ɕa44)fv42	fv42	f v/ʯ ⁴²	4669
3947	Dashi	to saw	(ʂʰɚ44)	ʂʰɚ44	ʂʰ ɚ/ə ⁴⁴	4668
3948	Zhoucheng	to saw	fv42	fv42	f v/ʯ ⁴²	4669
3949	Mazhelong	to saw	fv42	fv42	f v/ʯ ⁴²	4669
3950	ProtoBai	to smell	tʰru1	tʰru1	tʰ r u ¹	4676
3951	Tuoluo	to smell	tʰv55	tʰv55	tʰ v/ʯ ⁵⁵	4676
3952	Gongxing	to smell	tʂʰy55	tʂʰy55	ʈʂʰ y ⁵⁵	4676
3953	Enqi	to smell	tʰiu24	tʰiu24	tʰ i u ²⁴	4676
3954	Ega	to smell	xã55	xã55	x ã ⁵⁵	4677
3955	Jinman	to smell	ʈʰu55	ʈʰu55	ʈʰ u ⁵⁵	4676
3956	Jinxing	to smell	tsʰu55	tsʰu55	tsʰ u ⁵⁵	4676
3957	Dashi	to smell	tʂʰu55	tʂʰu55	ʈʂʰ u ⁵⁵	4676
3958	Zhoucheng	to smell	tʂv55	tʂv55	ʈʂ v/ʯ ⁵⁵	4676
3959	Mazhelong	to smell	tsʰu55	tsʰu55	tsʰ u ⁵⁵	4676
3960	ProtoBai	to thunder	sky+cry	xen1+cry	x e n ¹ + c r y	4687 4689
3961	Tuoluo	to thunder	xen55ma35	xen55ma35	x e n ⁵⁵ + m a ³⁵	4687 4688
3962	Gongxing	to thunder	hen55mæ12	hen55mæ12	h e n ⁵⁵ + m æ ¹²	4687 4688
3963	Enqi	to thunder	xE24mæ21	xE24mæ21	x ᴇ/ɛ ²⁴ + m æ ²¹	4687 4688
3964	Ega	to thunder	xẽ55ma21	xẽ55ma21	x ẽ ⁵⁵ + m a ²¹	4687 4688
3965	Jinman	to thunder	xẽ55ma21	xẽ55ma21	x ẽ ⁵⁵ + m a ²¹	4687 4688
3966	Jinxing	to thunder	xen55man21	xen55man21	x e n ⁵⁵ + m a n ²¹	4687 4688
3967	Dashi	to thunder	xen55mɚ21	xen55mɚ21	x e n ⁵⁵ + m ɚ/ə ²¹	4687 4688
3968	Zhoucheng	to thunder	xe55mɛ21	xe55mɛ21	x e ⁵⁵ + m ɛ ²¹	4687 4688
3969	Mazhelong	to thunder	xen55mɚ21	xen55mɚ21	x e n ⁵⁵ + m ɚ/ə ²¹	4687 4688
3970	ProtoBai	to water/sprinkle/irrigate	ɔ4	ɔ4	ɔ ⁴	4708
3971	Tuoluo	to water/sprinkle/irrigate	o42	o42	o ⁴²	4708
3972	Gongxing	to water/sprinkle/irrigate	(læ24)	læ24	l æ ²⁴	4709
3973	Enqi	to water/sprinkle/irrigate	u55	u55	u ⁵⁵	4708
3974	Ega	to water/sprinkle/irrigate	o55(/xuɛ55)	o55	o ⁵⁵	4708
3975	Ega	to water/sprinkle/irrigate	o55(/xuɛ55)	xuɛ55)	x u/w ɛ ⁵⁵	4710
3976	Jinman	to water/sprinkle/irrigate	u55	u55	u ⁵⁵	4708
3977	Jinxing	to water/sprinkle/irrigate	ou44	ou44	ou ⁴⁴	4708
3978	Dashi	to water/sprinkle/irrigate	ou44	ou44	ou ⁴⁴	4708
3979	Zhoucheng	to water/sprinkle/irrigate	ou44	ou44	ou ⁴⁴	4708
3980	Mazhelong	to water/sprinkle/irrigate	o44	o44	o ⁴⁴	4708
3981	ProtoBai	today	qæn1	qæn1	q æ n ¹	4720
3982	Tuoluo	today	qan55(jien42)	qan55	q a n ⁵⁵	4720
3983	Gongxing	today	qɛ55(ɲi22)	qɛ55	q ɛ ⁵⁵	4720
3984	Enqi	today	qæ24(ɲi22)	qæ24	q æ ²⁴	4720
3985	Ega	today	qa44(ɲi44)	qa44	q a ⁴⁴	4720
3986	Jinman	today	qa55(ɲi44)	qa55	q a ⁵⁵	4720
3987	Jinxing	today	ki55(ɕia44)	ki55	k i ⁵⁵	4720
3988	Dashi	today	ke55(jien44)	ke55	k e ⁵⁵	4720
3989	Zhoucheng	today	kɛ55(ɲe44)	kɛ55	k ɛ ⁵⁵	4720
3990	Mazhelong	today	kĩ55(ni44)	kĩ55	k ĩ ⁵⁵	4720
3991	ProtoBai	tongue	drɛ4	drɛ4	d r ɛ ⁴	4731
3992	Tuoluo	tongue	de42	de42	d e ⁴²	4731
3993	Gongxing	tongue	djɛ21	djɛ21	d j ɛ ²¹	4731
3994	Enqi	tongue	tjE21	tjE21	tʲ ᴇ/ɛ ²¹	4731
3995	Ega	tongue	ti21	ti21	t i ²¹	4731
3996	Jinman	tongue	ʈɚ42	ʈɚ42	ʈ ɚ/ə ⁴²	4731
3997	Jinxing	tongue	tse42	tse42	ts e ⁴²	4731
3998	Dashi	tongue	tʂe42	tʂe42	ʈʂ e ⁴²	4731
3999	Zhoucheng	tongue	tse42	tse42	ts e ⁴²	4731
4000	Mazhelong	tongue	tsʰɛ42	tsʰɛ42	tsʰ ɛ ⁴²	4731
4001	ProtoBai	trace; track	tsuŋ1	tsuŋ1	ts u ŋ ¹	4742
4002	Tuoluo	trace; track	tsvŋ55	tsvŋ55	ts v/ʯ ŋ ⁵⁵	4742
4003	Gongxing	trace; track	tsi22	tsi22	ts i ²²	4742
4004	Enqi	trace; track	tɕia55	tɕia55	tɕ i/j a ⁵⁵	4742
4005	Ega	trace; track	tɕio55	tɕio55	tɕ i/j o ⁵⁵	4742
4006	Jinman	trace; track	tsõ55	tsõ55	ts õ ⁵⁵	4742
4007	Jinxing	trace; track	tsṽ55	tsṽ55	ts ṽ/ʯ̃ ⁵⁵	4742
4008	Dashi	trace; track	(tso13)	tso13	ts o ¹³	4742
4009	Mazhelong	trace; track	tsoŋ55	tsoŋ55	ts o ŋ ⁵⁵	4742
4010	ProtoBai	transplant (rice seedling); insert	pʰjen1	pʰjen1	pʰ j e n ¹	4755
4011	Tuoluo	transplant (rice seedling); insert	fɚ55	fɚ55	f ɚ/ə ⁵⁵	4752
4012	Gongxing	transplant (rice seedling); insert	pfu55	pfu55	pf u ⁵⁵	4752
4013	Enqi	transplant (rice seedling); insert	fE24	fE24	f ᴇ/ɛ ²⁴	4752
4014	Ega	transplant (rice seedling); insert	(xue55)	xue55	x u/w e ⁵⁵	4753
4015	Jinman	transplant (rice seedling); insert	(tɕiõ42)	tɕiõ42	tɕ i õ ⁴²	4754
4016	Jinxing	transplant (rice seedling); insert	fv55	fv55	f v/ʯ ⁵⁵	4752
4017	Dashi	transplant (rice seedling); insert	fv55	fv55	f v/ʯ ⁵⁵	4752
4018	Zhoucheng	transplant (rice seedling); insert	fv55	fv55	f v/ʯ ⁵⁵	4752
4019	Mazhelong	transplant (rice seedling); insert	pʰien55	pʰien55	pʰ i/j e n ⁵⁵	4755
4020	ProtoBai	tree	drɯ3	drɯ3	d r ɯ ³	4763
4021	Tuoluo	tree	diɯ21	diɯ21	d i/j ɯ ²¹	4763
4022	Gongxing	tree	dʐi42	dʐi42	ɖʐ i ⁴²	4763
4023	Enqi	tree	diɯ43	diɯ43	d i/j ɯ ⁴³	4763
4024	Ega	tree	dʑi42	dʑi42	dʑ i ⁴²	4763
4025	Jinman	tree	ɖɯ42	ɖɯ42	ɖ ɯ ⁴²	4763
4026	Jinxing	tree	tsɯ31	tsɯ31	ts ɯ ³¹	4763
4027	Dashi	tree	tʂɯ21	tʂɯ21	ʈʂ ɯ ²¹	4763
4028	Zhoucheng	tree	tsɯ31	tsɯ31	ts ɯ ³¹	4763
4029	Mazhelong	tree	dzǝɯ21	dzǝɯ21	dz əɯ ²¹	4763
4030	ProtoBai	trip-hammer for hulling rice	duɛ5	duɛ5	d u/w ɛ ⁵	4774
4031	Tuoluo	trip-hammer for hulling rice	due21	due21	d u/w e ²¹	4774
4032	Gongxing	trip-hammer for hulling rice	tyɛ42	tyɛ42	t y/ɥ ɛ ⁴²	4774
4033	Enqi	trip-hammer for hulling rice	tyi43	tyi43	t y/ɥ i ⁴³	4774
4034	Ega	trip-hammer for hulling rice	ti42	ti42	t i ⁴²	4774
4035	Jinman	trip-hammer for hulling rice	(ɕyi33kue55)	ɕyi33kue55	ɕ y/ɥ i ³³ + k u/w e ⁵⁵	4775 4774
4036	Jinxing	trip-hammer for hulling rice	tui42	tui42	t u/w i ⁴²	4774
4037	Dashi	trip-hammer for hulling rice	tui42	tui42	t u/w i ⁴²	4774
4038	Zhoucheng	trip-hammer for hulling rice	(sɯ33kɯ33)	sɯ33kɯ33	s ɯ ³³ + k ɯ ³³	4774 4776
4039	Mazhelong	trip-hammer for hulling rice	tɛ42	tɛ42	t ɛ ⁴²	4774
4040	ProtoBai	turn around	dʐuen5?	dʐuen5?	ɖʐ u/w e n ?/⁵	4787
4041	Tuoluo	turn around	ʐyen21	ʐyen21	ʐ y/ɥ e n ²¹	4787
4042	Gongxing	turn around	zyen42	zyen42	z y/ɥ e n ⁴²	4787
